date,open,close,high,low,volume,money
1/17/2023 9:01,2602,2602,2602,2602,0,0
1/17/2023 9:02,2602,2602,2602,2602,0,0
1/17/2023 9:03,2602,2602,2602,2602,0,0
1/17/2023 9:04,2602,2602,2602,2602,0,0
1/17/2023 9:05,2602,2602,2602,2602,0,0
1/17/2023 9:06,2602,2602,2602,2602,0,0
1/17/2023 9:07,2602,2602,2602,2602,0,0
1/17/2023 9:08,2602,2602,2602,2602,0,0
1/17/2023 9:09,2602,2602,2602,2602,0,0
1/17/2023 9:10,2602,2602,2602,2602,0,0
1/17/2023 9:11,2602,2602,2602,2602,0,0
1/17/2023 9:12,2602,2602,2602,2602,0,0
1/17/2023 9:13,2602,2602,2602,2602,0,0
1/17/2023 9:14,2602,2602,2602,2602,0,0
1/17/2023 9:15,2602,2602,2602,2602,0,0
1/17/2023 9:16,2602,2602,2602,2602,0,0
1/17/2023 9:17,2602,2602,2602,2602,0,0
1/17/2023 9:18,2602,2602,2602,2602,0,0
1/17/2023 9:19,2602,2602,2602,2602,0,0
1/17/2023 9:20,2608.5,2608.5,2608.5,2608.5,1,260850
1/17/2023 9:21,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:22,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:23,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:24,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:25,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:26,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:27,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:28,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:29,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:30,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:31,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:32,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:33,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:34,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:35,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:36,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:37,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:38,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:39,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:40,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:41,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:42,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:43,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:44,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:45,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:46,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:47,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:48,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:49,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:50,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:51,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:52,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:53,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:54,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:55,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:56,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:57,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:58,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 9:59,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:00,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:01,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:02,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:03,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:04,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:05,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:06,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:07,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:08,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:09,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:10,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:11,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:12,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:13,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:14,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:15,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:31,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:32,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:33,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:34,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:35,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:36,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:37,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:38,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:39,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:40,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:41,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:42,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:43,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:44,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:45,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:46,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:47,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:48,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:49,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:50,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:51,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:52,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:53,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:54,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:55,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:56,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:57,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:58,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 10:59,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:00,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:01,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:02,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:03,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:04,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:05,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:06,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:07,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:08,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:09,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:10,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:11,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:12,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:13,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:14,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:15,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:16,2608.5,2608.5,2608.5,2608.5,0,0
1/17/2023 11:17,2608.5,2608.5,2608.5,2608.5,0,0
