date,open,close,high,low,volume,money
1/17/2023 9:01,777.5,777.5,777.5,777.5,1,77750
1/17/2023 9:02,777.5,777.5,777.5,777.5,0,0
1/17/2023 9:03,778,778,778,778,1,77800
1/17/2023 9:04,778,778,778,778,1,77800
1/17/2023 9:05,778,778,778,778,0,0
1/17/2023 9:06,778,778,778,778,0,0
1/17/2023 9:07,778,778,778,778,0,0
1/17/2023 9:08,777.5,776,777.5,776,3,233100
1/17/2023 9:09,776,776,776,776,0,0
1/17/2023 9:10,779,779,779,779,2,155800
1/17/2023 9:11,779,779,779,779,0,0
1/17/2023 9:12,779,779,779,779,0,0
1/17/2023 9:13,779,779,779,779,1,77900
1/17/2023 9:14,779,779,779,779,0,0
1/17/2023 9:15,779,779,779,779,0,0
1/17/2023 9:16,779,779,779,779,0,0
1/17/2023 9:17,779,779,779,779,0,0
1/17/2023 9:18,779,779,779,779,0,0
1/17/2023 9:19,779,779,779,779,0,0
1/17/2023 9:20,779,779,779,779,0,0
1/17/2023 9:21,779,780.5,780.5,779,2,155950
1/17/2023 9:22,780.5,780.5,780.5,780.5,2,156100
1/17/2023 9:23,780.5,781.5,781.5,780.5,6,468400
1/17/2023 9:24,781.5,781.5,781.5,781.5,0,0
1/17/2023 9:25,781.5,781.5,781.5,781.5,0,0
1/17/2023 9:26,782,782,782,782,2,156400
1/17/2023 9:27,782,782,782,782,0,0
1/17/2023 9:28,782,782,782,782,0,0
1/17/2023 9:29,782,782,782,782,1,78200
1/17/2023 9:30,783,783,783,783,3,234900
1/17/2023 9:31,783.5,783.5,783.5,783.5,1,78350
1/17/2023 9:32,782,782,782,782,2,156400
1/17/2023 9:33,782,782,782,782,1,78200
1/17/2023 9:34,782,782,782,782,0,0
1/17/2023 9:35,782,782,782,782,0,0
1/17/2023 9:36,782,782,782,782,2,156400
1/17/2023 9:37,782,782,782,782,0,0
1/17/2023 9:38,782,782,782,782,0,0
1/17/2023 9:39,782,782,782,782,1,78200
1/17/2023 9:40,781.5,781.5,781.5,781.5,1,78150
1/17/2023 9:41,781.5,781.5,781.5,781.5,0,0
1/17/2023 9:42,784,784,784,784,4,313600
1/17/2023 9:43,784,784,784,784,6,470400
1/17/2023 9:44,784,784,784,784,0,0
1/17/2023 9:45,785,785,785,785,1,78500
1/17/2023 9:46,785,785,785,785,0,0
1/17/2023 9:47,785,785,785,785,0,0
1/17/2023 9:48,782.5,782.5,782.5,782.5,1,78250
1/17/2023 9:49,782.5,782.5,782.5,782.5,0,0
1/17/2023 9:50,782.5,782.5,782.5,782.5,0,0
1/17/2023 9:51,782.5,782.5,782.5,782.5,0,0
1/17/2023 9:52,782.5,782.5,782.5,782.5,0,0
1/17/2023 9:53,782.5,783.5,783.5,782.5,3,234950
1/17/2023 9:54,783.5,783.5,783.5,783.5,2,156700
1/17/2023 9:55,783.5,783.5,783.5,783.5,1,78350
1/17/2023 9:56,783.5,783.5,783.5,783.5,0,0
1/17/2023 9:57,783.5,783.5,783.5,783.5,0,0
1/17/2023 9:58,783.5,783.5,783.5,783.5,0,0
1/17/2023 9:59,783.5,783.5,783.5,783.5,0,0
1/17/2023 10:00,783.5,783.5,783.5,783.5,0,0
1/17/2023 10:01,783.5,783.5,783.5,783.5,1,78350
1/17/2023 10:02,783.5,783.5,783.5,783.5,1,78350
1/17/2023 10:03,785,785,785,785,3,235400
1/17/2023 10:04,785,785,785,785,0,0
1/17/2023 10:05,785,785,785,785,0,0
1/17/2023 10:06,785,785,785,785,0,0
1/17/2023 10:07,782,782,782,782,2,156400
1/17/2023 10:08,781,781,781,781,5,390500
1/17/2023 10:09,781,781,781,781,1,78100
1/17/2023 10:10,781,781,781,781,4,312400
1/17/2023 10:11,781,781,781,781,0,0
1/17/2023 10:12,781,781,781,781,1,78100
1/17/2023 10:13,781,781,781,781,0,0
1/17/2023 10:14,781,781,781,781,0,0
1/17/2023 10:15,781,781,781,781,0,0
1/17/2023 10:31,781,781,781,781,0,0
1/17/2023 10:32,781,781,781,781,0,0
1/17/2023 10:33,781,781,781,781,1,78100
1/17/2023 10:34,781,781,781,781,0,0
1/17/2023 10:35,781,781,781,781,0,0
1/17/2023 10:36,781,781,781,781,0,0
1/17/2023 10:37,781,781,781,781,0,0
1/17/2023 10:38,783,783,783,783,1,78300
1/17/2023 10:39,783,783,783,783,0,0
1/17/2023 10:40,782,782.5,782.5,782,2,156450
1/17/2023 10:41,783,782,783,782,2,156500
1/17/2023 10:42,782,782,782,782,0,0
1/17/2023 10:43,782,782,782,782,0,0
1/17/2023 10:44,782,782,782,782,0,0
1/17/2023 10:45,782,782,782,782,0,0
1/17/2023 10:46,782,782,782,782,0,0
1/17/2023 10:47,782,782,782,782,0,0
1/17/2023 10:48,782,782,782,782,0,0
1/17/2023 10:49,782,782,782,782,0,0
1/17/2023 10:50,782,782,782,782,0,0
1/17/2023 10:51,780.5,780.5,780.5,780.5,1,78050
1/17/2023 10:52,780.5,780.5,780.5,780.5,0,0
1/17/2023 10:53,780.5,780.5,780.5,780.5,0,0
1/17/2023 10:54,780.5,780.5,780.5,780.5,5,390250
1/17/2023 10:55,780.5,780.5,780.5,780.5,0,0
1/17/2023 10:56,780.5,780.5,780.5,780.5,1,78050
1/17/2023 10:57,780,780,780,780,6,468000
1/17/2023 10:58,780,780,780,780,0,0
1/17/2023 10:59,779.5,779.5,779.5,779.5,1,77950
1/17/2023 11:00,779.5,779.5,779.5,779.5,0,0
1/17/2023 11:01,779.5,779.5,779.5,779.5,0,0
1/17/2023 11:02,781,781,781,781,1,78100
1/17/2023 11:03,781,781,781,781,0,0
1/17/2023 11:04,781,781,781,781,0,0
1/17/2023 11:05,781,781,781,781,0,0
1/17/2023 11:06,781,781,781,781,0,0
1/17/2023 11:07,781,781,781,781,0,0
1/17/2023 11:08,781,781,781,781,0,0
1/17/2023 11:09,781,781,781,781,0,0
1/17/2023 11:10,781,781,781,781,0,0
1/17/2023 11:11,781,781,781,781,0,0
1/17/2023 11:12,781,781,781,781,0,0
1/17/2023 11:13,781,781,781,781,0,0
1/17/2023 11:14,781,781,781,781,0,0
1/17/2023 11:15,781,781,781,781,0,0
1/17/2023 11:16,781,781,781,781,5,390500
1/17/2023 11:17,781,781,781,781,0,0
1/17/2023 11:18,781,781,781,781,0,0
1/17/2023 11:19,781,781,781,781,1,78100
1/17/2023 11:20,781,781,781,781,1,78100
1/17/2023 11:21,781,781,781,781,0,0
1/17/2023 11:22,781,781,781,781,0,0
1/17/2023 11:23,781,781,781,781,0,0
1/17/2023 11:24,781,781,781,781,0,0
1/17/2023 11:25,781,781,781,781,0,0
1/17/2023 11:26,781,781,781,781,0,0
1/17/2023 11:27,781,781,781,781,0,0
1/17/2023 11:28,781,781,781,781,0,0
1/17/2023 11:29,781,781,781,781,0,0
1/17/2023 11:30,781,781,781,781,0,0
1/17/2023 13:31,782.5,782.5,782.5,782.5,1,78250
1/17/2023 13:32,784.5,784.5,784.5,784.5,2,156900
1/17/2023 13:33,785,785,785,785,3,235500
1/17/2023 13:34,785,785,785,785,0,0
1/17/2023 13:35,785,785,785,785,0,0
1/17/2023 13:36,786,786,786,786,1,78600
1/17/2023 13:37,786,786,786,786,6,471600
1/17/2023 13:38,786,786,786,786,0,0
1/17/2023 13:39,786,786,786,786,0,0
1/17/2023 13:40,786,785.5,786,785,6,471150
1/17/2023 13:41,785.5,785.5,785.5,785.5,0,0
1/17/2023 13:42,785,785,785,785,1,78500
1/17/2023 13:43,785,785,785,785,0,0
1/17/2023 13:44,785,785,785,785,0,0
1/17/2023 13:45,785,785,785,785,0,0
1/17/2023 13:46,785.5,786.5,786.5,785.5,2,157200
